,col0,col1,col2,col3,col4
0,0RAM size,79.0,Chinese,guangzhou,100010
1,0RAM size,750.0,Chinese,wuhan,100056
2,0RAM size,1098.0,Chinese,changsha,100079
3,0RAM size,1341.0,Chinese,zhuzhou,100002
4,0RAM size,1407.0,Chinese,wuhan,100061
5,0RAM size,1442.0,Chinese,wuhan,100008
6,0RAM size,1778.0,Chinese,changsha,100021
7,0RAM size,2194.0,Chinese,changsha,100019
8,0RAM size,2483.0,Chinese,wuhan,100024
9,0RAM size,2593.0,Chinese,changsha,100005
10,0RAM size,2849.0,Chinese,shenzhen,100028
11,1RAM size,202.0,Chinese,xiangtan,100011
12,1RAM size,256.0,Chinese,shenzhen,100020
13,1RAM size,1333.0,Chinese,guangzhou,100030
14,1RAM size,1864.0,Chinese,yichang,100066
15,1RAM size,2078.0,Chinese,yichang,100040
16,1RAM size,2175.0,Chinese,xiangtan,10000
17,1RAM size,2399.0,Chinese,xiangtan,100048
18,1RAM size,2734.0,Chinese,xiangtan,100041
19,1RAM size,2745.0,Chinese,zhuzhou,100042
20,2RAM size,1350.0,Chinese,xiangtan,10007
21,2RAM size,1973.0,Chinese,changsha,100071
22,3RAM size,907.0,Chinese,shenzhen,100074
23,3RAM size,1053.0,Chinese,shenzhen,100032
24,3RAM size,1080.0,Chinese,xiangtan,100031
25,3RAM size,1337.0,Chinese,xiangtan,100059
26,3RAM size,1407.0,Chinese,xiangtan,100051
27,3RAM size,1491.0,Chinese,yichang,100069
28,3RAM size,1608.0,Chinese,zhuzhou,10005
29,3RAM size,1655.0,Chinese,zhuzhou,100053
30,3RAM size,1999.0,Chinese,guangzhou,100022
31,3RAM size,2192.0,Chinese,shenzhen,100083
32,3RAM size,2436.0,Chinese,zhuzhou,100027
33,3RAM size,2488.0,Chinese,shenzhen,100073
34,3RAM size,2635.0,Chinese,wuhan,100058
35,3RAM size,2863.0,Chinese,changsha,100015
36,4RAM size,29.0,Chinese,yichang,100050
37,4RAM size,136.0,Chinese,yichang,100000
38,4RAM size,412.0,Chinese,xiangtan,100068
39,4RAM size,441.0,Chinese,yichang,100018
40,4RAM size,538.0,Chinese,shenzhen,100060
41,4RAM size,732.0,Chinese,yichang,100076
42,4RAM size,813.0,Chinese,changsha,10008
43,4RAM size,865.0,Chinese,changsha,100064
44,4RAM size,901.0,Chinese,changsha,100065
45,4RAM size,1077.0,Chinese,wuhan,100046
46,4RAM size,1600.0,Chinese,xiangtan,1000000
47,4RAM size,1691.0,Chinese,changsha,100029
48,4RAM size,1714.635,Chinese,wuhan,10
49,4RAM size,1717.0,Chinese,shenzhen,10004
50,4RAM size,1728.0,Chinese,guangzhou,100055
51,4RAM size,1841.0,Chinese,xiangtan,100009
52,4RAM size,1991.0,Chinese,xiangtan,100007
53,4RAM size,2288.0,Chinese,changsha,100057
54,4RAM size,2553.0,Chinese,wuhan,100045
55,4RAM size,2572.0,Chinese,changsha,100006
56,4RAM size,2826.0,Chinese,xiangtan,100084
57,4RAM size,2890.0,Chinese,xiangtan,100049
58,5RAM size,692.0,Chinese,changsha,1000
59,5RAM size,2077.0,Chinese,changsha,100077
60,5RAM size,2205.0,Chinese,guangzhou,100017
61,5RAM size,2478.0,Chinese,wuhan,10006
62,5RAM size,2507.0,Chinese,guangzhou,100075
63,6RAM size,298.0,Chinese,xiangtan,10001
64,6RAM size,568.0,Chinese,xiangtan,100012
65,6RAM size,572.0,Chinese,changsha,100067
66,6RAM size,1434.0,Chinese,wuhan,100078
67,6RAM size,1768.0,Chinese,guangzhou,100026
68,6RAM size,1823.0,Chinese,wuhan,100047
69,6RAM size,2061.0,Chinese,changsha,100034
70,6RAM size,2142.0,Chinese,shenzhen,100035
71,6RAM size,2952.0,Chinese,zhuzhou,100062
72,7RAM size,151.0,Chinese,changsha,100014
73,7RAM size,505.0,Chinese,wuhan,100001
74,7RAM size,760.0,Chinese,yichang,100033
75,7RAM size,1271.0,Chinese,yichang,100
76,7RAM size,1724.0,Chinese,wuhan,100025
77,7RAM size,1750.0,Chinese,wuhan,100039
78,7RAM size,2239.0,Chinese,zhuzhou,100003
79,8RAM size,355.0,Chinese,shenzhen,100013
80,8RAM size,613.0,Chinese,zhuzhou,100081
81,8RAM size,845.0,Chinese,zhuzhou,100052
82,8RAM size,1226.0,Chinese,zhuzhou,100063
83,8RAM size,1229.0,Chinese,xiangtan,100038
84,8RAM size,1873.0,Chinese,xiangtan,100016
85,8RAM size,2194.0,Chinese,yichang,100023
86,8RAM size,2738.562,Chinese,guangzhou,1
87,8RAM size,2970.0,Chinese,wuhan,100004
88,8RAM size,2972.0,Chinese,yichang,10002
89,9RAM size,448.0,Chinese,xiangtan,100072
90,9RAM size,571.0,Chinese,yichang,100043
91,9RAM size,954.0,Chinese,xiangtan,100080
92,9RAM size,1015.0,Chinese,changsha,100037
93,9RAM size,1368.0,Chinese,shenzhen,100054
94,9RAM size,1567.0,Chinese,wuhan,100070
95,9RAM size,1697.0,Chinese,shenzhen,100044
96,9RAM size,2071.0,Chinese,xiangtan,10003
97,9RAM size,2224.0,Chinese,changsha,100036
98,9RAM size,2348.0,Chinese,xiangtan,100082
