,col0,col1,col2,col3,col4
0,0,0,13,07/01/2019 08:00:00 AM,07/01/2019 16:00:00 PM
1,1,0,13,07/02/2019 08:00:00 AM,07/02/2019 16:00:00 PM
2,2,0,13,07/03/2019 08:00:00 AM,07/03/2019 16:00:00 PM
3,3,0,13,07/04/2019 08:00:00 AM,07/04/2019 16:00:00 PM
4,4,0,13,07/05/2019 08:00:00 AM,07/05/2019 16:00:00 PM
5,5,1,13,07/01/2019 06:00:00 AM,07/01/2019 14:00:00 PM
6,6,1,13,07/02/2019 06:00:00 AM,07/02/2019 14:00:00 PM
7,7,1,13,07/03/2019 06:00:00 AM,07/03/2019 14:00:00 PM
8,8,1,13,07/04/2019 06:00:00 AM,07/04/2019 14:00:00 PM
9,9,1,13,07/05/2019 06:00:00 AM,07/05/2019 14:00:00 PM
10,10,2,13,07/01/2019 09:30:00 AM,07/01/2019 17:30:00 PM
11,11,2,13,07/02/2019 09:30:00 AM,07/02/2019 17:30:00 PM
12,12,2,13,07/03/2019 09:30:00 AM,07/03/2019 17:30:00 PM
13,13,2,13,07/04/2019 09:30:00 AM,07/04/2019 17:30:00 PM
14,14,2,13,07/05/2019 09:30:00 AM,07/05/2019 17:30:00 PM
15,15,3,13,07/01/2019 09:00:00 AM,07/01/2019 17:00:00 PM
16,16,3,13,07/02/2019 09:00:00 AM,07/02/2019 17:00:00 PM
17,17,3,13,07/03/2019 09:00:00 AM,07/03/2019 17:00:00 PM
18,18,3,13,07/04/2019 09:00:00 AM,07/04/2019 17:00:00 PM
19,19,3,13,07/05/2019 09:00:00 AM,07/05/2019 17:00:00 PM
20,20,4,13,07/01/2019 09:30:00 AM,07/01/2019 17:30:00 PM
21,21,4,13,07/02/2019 09:30:00 AM,07/02/2019 17:30:00 PM
22,22,4,13,07/03/2019 09:30:00 AM,07/03/2019 17:30:00 PM
23,23,4,13,07/04/2019 09:30:00 AM,07/04/2019 17:30:00 PM
24,24,4,13,07/05/2019 09:30:00 AM,07/05/2019 17:30:00 PM
25,25,5,13,07/01/2019 07:00:00 AM,07/01/2019 15:00:00 PM
26,26,5,13,07/02/2019 07:00:00 AM,07/02/2019 15:00:00 PM
27,27,5,13,07/03/2019 07:00:00 AM,07/03/2019 15:00:00 PM
28,28,5,13,07/04/2019 07:00:00 AM,07/04/2019 15:00:00 PM
29,29,5,13,07/05/2019 07:00:00 AM,07/05/2019 15:00:00 PM
30,30,6,13,07/01/2019 06:30:00 AM,07/01/2019 14:30:00 PM
31,31,6,13,07/02/2019 06:30:00 AM,07/02/2019 14:30:00 PM
32,32,6,13,07/03/2019 06:30:00 AM,07/03/2019 14:30:00 PM
33,33,6,13,07/04/2019 06:30:00 AM,07/04/2019 14:30:00 PM
34,34,6,13,07/05/2019 06:30:00 AM,07/05/2019 14:30:00 PM
35,35,7,13,07/01/2019 06:30:00 AM,07/01/2019 14:30:00 PM
36,36,7,13,07/02/2019 06:30:00 AM,07/02/2019 14:30:00 PM
37,37,7,13,07/03/2019 06:30:00 AM,07/03/2019 14:30:00 PM
38,38,7,13,07/04/2019 06:30:00 AM,07/04/2019 14:30:00 PM
39,39,7,13,07/05/2019 06:30:00 AM,07/05/2019 14:30:00 PM
40,40,8,13,07/01/2019 08:30:00 AM,07/01/2019 16:30:00 PM
41,41,8,13,07/02/2019 08:30:00 AM,07/02/2019 16:30:00 PM
42,42,8,13,07/03/2019 08:30:00 AM,07/03/2019 16:30:00 PM
43,43,8,13,07/04/2019 08:30:00 AM,07/04/2019 16:30:00 PM
44,44,8,13,07/05/2019 08:30:00 AM,07/05/2019 16:30:00 PM
45,45,9,13,07/01/2019 09:30:00 AM,07/01/2019 17:30:00 PM
46,46,9,13,07/02/2019 09:30:00 AM,07/02/2019 17:30:00 PM
47,47,9,13,07/03/2019 09:30:00 AM,07/03/2019 17:30:00 PM
48,48,9,13,07/04/2019 09:30:00 AM,07/04/2019 17:30:00 PM
49,49,9,13,07/05/2019 09:30:00 AM,07/05/2019 17:30:00 PM
50,50,10,13,07/01/2019 09:00:00 AM,07/01/2019 17:00:00 PM
51,51,10,13,07/02/2019 09:00:00 AM,07/02/2019 17:00:00 PM
52,52,10,13,07/03/2019 09:00:00 AM,07/03/2019 17:00:00 PM
53,53,10,13,07/04/2019 09:00:00 AM,07/04/2019 17:00:00 PM
54,54,10,13,07/05/2019 09:00:00 AM,07/05/2019 17:00:00 PM
55,55,11,13,07/01/2019 08:00:00 AM,07/01/2019 16:00:00 PM
56,56,11,13,07/02/2019 08:00:00 AM,07/02/2019 16:00:00 PM
57,57,11,13,07/03/2019 08:00:00 AM,07/03/2019 16:00:00 PM
58,58,11,13,07/04/2019 08:00:00 AM,07/04/2019 16:00:00 PM
59,59,11,13,07/05/2019 08:00:00 AM,07/05/2019 16:00:00 PM
