,col0,col1,col2,col3,col4
0,0RAM size,79.0,Chinese,100010,guangzhou
1,0RAM size,750.0,Chinese,100056,wuhan
2,0RAM size,1098.0,Chinese,100079,changsha
3,0RAM size,1341.0,Chinese,100002,zhuzhou
4,0RAM size,1407.0,Chinese,100061,wuhan
5,0RAM size,1407.0,Chinese,100061,wuhan
6,0RAM size,1442.0,Chinese,100008,wuhan
7,0RAM size,1778.0,Chinese,100021,changsha
8,0RAM size,2194.0,Chinese,100019,changsha
9,0RAM size,2194.0,Chinese,100019,changsha
10,0RAM size,2483.0,Chinese,100024,wuhan
11,0RAM size,2593.0,Chinese,100005,changsha
12,0RAM size,2849.0,Chinese,100028,shenzhen
13,1RAM size,202.0,Chinese,100011,xiangtan
14,1RAM size,256.0,Chinese,100020,shenzhen
15,1RAM size,1333.0,Chinese,100030,guangzhou
16,1RAM size,1864.0,Chinese,100066,yichang
17,1RAM size,2078.0,Chinese,100040,yichang
18,1RAM size,2175.0,Chinese,10000,xiangtan
19,1RAM size,2399.0,Chinese,100048,xiangtan
20,1RAM size,2734.0,Chinese,100041,xiangtan
21,1RAM size,2745.0,Chinese,100042,zhuzhou
22,2RAM size,1350.0,Chinese,10007,xiangtan
23,2RAM size,1973.0,Chinese,100071,changsha
24,3RAM size,907.0,Chinese,100074,shenzhen
25,3RAM size,1053.0,Chinese,100032,shenzhen
26,3RAM size,1080.0,Chinese,100031,xiangtan
27,3RAM size,1337.0,Chinese,100059,xiangtan
28,3RAM size,1407.0,Chinese,100051,xiangtan
29,3RAM size,1407.0,Chinese,100051,xiangtan
30,3RAM size,1491.0,Chinese,100069,yichang
31,3RAM size,1608.0,Chinese,10005,zhuzhou
32,3RAM size,1655.0,Chinese,100053,zhuzhou
33,3RAM size,1999.0,Chinese,100022,guangzhou
34,3RAM size,2192.0,Chinese,100083,shenzhen
35,3RAM size,2436.0,Chinese,100027,zhuzhou
36,3RAM size,2488.0,Chinese,100073,shenzhen
37,3RAM size,2635.0,Chinese,100058,wuhan
38,3RAM size,2863.0,Chinese,100015,changsha
39,4RAM size,29.0,Chinese,100050,yichang
40,4RAM size,136.0,Chinese,100000,yichang
41,4RAM size,412.0,Chinese,100068,xiangtan
42,4RAM size,441.0,Chinese,100018,yichang
43,4RAM size,538.0,Chinese,100060,shenzhen
44,4RAM size,732.0,Chinese,100076,yichang
45,4RAM size,813.0,Chinese,10008,changsha
46,4RAM size,865.0,Chinese,100064,changsha
47,4RAM size,901.0,Chinese,100065,changsha
48,4RAM size,1077.0,Chinese,100046,wuhan
49,4RAM size,1600.0,Chinese,1000000,xiangtan
50,4RAM size,1691.0,Chinese,100029,changsha
51,4RAM size,1714.635,Chinese,10,wuhan
52,4RAM size,1717.0,Chinese,10004,shenzhen
53,4RAM size,1728.0,Chinese,100055,guangzhou
54,4RAM size,1841.0,Chinese,100009,xiangtan
55,4RAM size,1991.0,Chinese,100007,xiangtan
56,4RAM size,2288.0,Chinese,100057,changsha
57,4RAM size,2553.0,Chinese,100045,wuhan
58,4RAM size,2572.0,Chinese,100006,changsha
59,4RAM size,2826.0,Chinese,100084,xiangtan
60,4RAM size,2890.0,Chinese,100049,xiangtan
61,5RAM size,692.0,Chinese,1000,changsha
62,5RAM size,2077.0,Chinese,100077,changsha
63,5RAM size,2205.0,Chinese,100017,guangzhou
64,5RAM size,2478.0,Chinese,10006,wuhan
65,5RAM size,2507.0,Chinese,100075,guangzhou
66,6RAM size,298.0,Chinese,10001,xiangtan
67,6RAM size,568.0,Chinese,100012,xiangtan
68,6RAM size,572.0,Chinese,100067,changsha
69,6RAM size,1434.0,Chinese,100078,wuhan
70,6RAM size,1768.0,Chinese,100026,guangzhou
71,6RAM size,1823.0,Chinese,100047,wuhan
72,6RAM size,2061.0,Chinese,100034,changsha
73,6RAM size,2142.0,Chinese,100035,shenzhen
74,6RAM size,2952.0,Chinese,100062,zhuzhou
75,7RAM size,151.0,Chinese,100014,changsha
76,7RAM size,505.0,Chinese,100001,wuhan
77,7RAM size,760.0,Chinese,100033,yichang
78,7RAM size,1271.0,Chinese,100,yichang
79,7RAM size,1724.0,Chinese,100025,wuhan
80,7RAM size,1750.0,Chinese,100039,wuhan
81,7RAM size,2239.0,Chinese,100003,zhuzhou
82,8RAM size,355.0,Chinese,100013,shenzhen
83,8RAM size,613.0,Chinese,100081,zhuzhou
84,8RAM size,845.0,Chinese,100052,zhuzhou
85,8RAM size,1226.0,Chinese,100063,zhuzhou
86,8RAM size,1229.0,Chinese,100038,xiangtan
87,8RAM size,1873.0,Chinese,100016,xiangtan
88,8RAM size,2194.0,Chinese,100023,yichang
89,8RAM size,2194.0,Chinese,100023,yichang
90,8RAM size,2738.562,Chinese,1,guangzhou
91,8RAM size,2970.0,Chinese,100004,wuhan
92,8RAM size,2972.0,Chinese,10002,yichang
93,9RAM size,448.0,Chinese,100072,xiangtan
94,9RAM size,571.0,Chinese,100043,yichang
95,9RAM size,954.0,Chinese,100080,xiangtan
96,9RAM size,1015.0,Chinese,100037,changsha
97,9RAM size,1368.0,Chinese,100054,shenzhen
98,9RAM size,1567.0,Chinese,100070,wuhan
99,9RAM size,1697.0,Chinese,100044,shenzhen
100,9RAM size,2071.0,Chinese,10003,xiangtan
101,9RAM size,2224.0,Chinese,100036,changsha
102,9RAM size,2348.0,Chinese,100082,xiangtan
